,date,category,sales,quantity,profit,region
1072,2022-12-08,Electronics,857.66,1,151.14,West
1073,2022-12-09,Furniture,319.19,11,32.28,South
1074,2022-12-10,Electronics,801.26,9,133.81,East
1075,2022-12-11,Electronics,241.99,3,33.55,East
1076,2022-12-12,Furniture,177.86,14,14.74,South
1077,2022-12-13,Electronics,801.24,13,91.8,East
1078,2022-12-14,Electronics,868.56,8,253.6,North
1079,2022-12-15,Clothing,878.43,12,258.71,South
1080,2022-12-16,Clothing,746.66,2,161.33,East
1081,2022-12-17,Furniture,215.12,14,20.75,West
1082,2022-12-18,Grocery,528.32,5,149.16,North
1083,2022-12-19,Furniture,851.22,19,187.61,North
1084,2022-12-20,Grocery,255.89,4,34.57,North
1085,2022-12-21,Grocery,659.29,11,88.39,East
1086,2022-12-22,Clothing,493.38,8,115.75,North
1087,2022-12-23,Furniture,995.84,10,131.52,East
1088,2022-12-24,Clothing,790.41,17,108.74,South
1089,2022-12-25,Furniture,700.64,4,127.77,South
1090,2022-12-26,Furniture,188.56,11,31.74,North
1091,2022-12-27,Electronics,789.1,16,185.79,West
1092,2022-12-28,Electronics,890.8,18,106.16,East
1093,2022-12-29,Electronics,996.66,2,167.32,East
1094,2022-12-30,Clothing,402.89,19,62.6,West
1095,2022-12-31,Furniture,715.26,3,212.72,West
1096,2023-01-01,Electronics,730.26,16,189.41,West
1097,2023-01-02,Grocery,769.35,3,84.36,South
1098,2023-01-03,Electronics,218.82,9,22.22,East
1099,2023-01-04,Clothing,406.55,10,115.36,East
1100,2023-01-05,Furniture,907.32,8,131.31,South
1101,2023-01-06,Furniture,547.04,1,58.19,East
1102,2023-01-07,Furniture,620.89,15,75.39,East
1103,2023-01-08,Furniture,811.53,7,206.02,South
1104,2023-01-09,Grocery,603.9,10,81.18,East
1105,2023-01-10,Clothing,878.17,1,239.81,East
1106,2023-01-11,Grocery,988.16,1,272.79,West
1107,2023-01-12,Electronics,234.83,3,21.53,East
1108,2023-01-13,Clothing,385.12,17,100.97,West
1109,2023-01-14,Electronics,774.82,16,97.83,West
1110,2023-01-15,Electronics,475.64,18,91.13,North
1111,2023-01-16,Furniture,393.24,5,108.8,East
1112,2023-01-17,Grocery,329.54,16,46.26,South
1113,2023-01-18,Furniture,437.0,17,104.92,North
1114,2023-01-19,Electronics,770.27,14,126.86,East
1115,2023-01-20,Clothing,579.23,13,108.58,East
1116,2023-01-21,Furniture,440.75,2,120.15,West
1117,2023-01-22,Electronics,635.73,19,135.42,North
1118,2023-01-23,Electronics,318.66,13,82.05,East
1119,2023-01-24,Grocery,522.54,5,66.51,East
1120,2023-01-25,Electronics,964.35,2,132.65,South
1121,2023-01-26,Electronics,595.71,16,50.59,West
1122,2023-01-27,Clothing,495.87,4,133.56,South
1123,2023-01-28,Clothing,339.65,17,84.95,East
1124,2023-01-29,Clothing,406.91,16,32.91,West
1125,2023-01-30,Grocery,644.82,3,97.56,East
1126,2023-01-31,Furniture,221.8,1,23.85,South
1127,2023-02-01,Electronics,817.62,15,105.74,East
1128,2023-02-02,Furniture,150.17,18,24.86,East
1129,2023-02-03,Clothing,841.12,11,122.18,North
1130,2023-02-04,Furniture,656.38,19,151.51,South
1131,2023-02-05,Grocery,685.33,11,138.24,East
1132,2023-02-06,Clothing,311.36,8,71.59,East
1133,2023-02-07,Electronics,627.87,11,77.97,South
1134,2023-02-08,Furniture,357.3,8,58.91,East
1135,2023-02-09,Electronics,141.03,1,8.73,West
1136,2023-02-10,Grocery,461.12,18,129.09,North
1137,2023-02-11,Clothing,321.78,1,33.21,North
1138,2023-02-12,Clothing,712.96,12,83.67,North
1139,2023-02-13,Furniture,639.0,15,92.97,East
1140,2023-02-14,Grocery,215.52,15,20.35,South
1141,2023-02-15,Electronics,267.02,13,16.18,North
1142,2023-02-16,Clothing,321.33,10,68.7,East
1143,2023-02-17,Electronics,220.63,1,53.4,North
1144,2023-02-18,Electronics,563.71,13,61.46,North
1145,2023-02-19,Furniture,119.42,2,24.93,East
1146,2023-02-20,Furniture,446.01,5,39.68,West
1147,2023-02-21,Grocery,690.51,3,138.59,South
1148,2023-02-22,Clothing,747.89,11,192.64,West
1149,2023-02-23,Grocery,712.1,8,114.83,East
1150,2023-02-24,Clothing,110.35,8,32.15,East
1151,2023-02-25,Furniture,403.52,1,116.61,East
1152,2023-02-26,Furniture,482.4,7,107.38,North
1153,2023-02-27,Grocery,558.18,16,106.15,South
1154,2023-02-28,Clothing,356.29,2,19.31,North
1155,2023-03-01,Electronics,982.07,12,193.44,South
1156,2023-03-02,Electronics,466.44,8,51.55,North
1157,2023-03-03,Electronics,818.65,11,55.63,North
1158,2023-03-04,Clothing,760.3,4,58.5,North
1159,2023-03-05,Furniture,286.72,5,14.44,West
1160,2023-03-06,Grocery,554.79,13,114.3,West
1161,2023-03-07,Electronics,867.24,9,131.96,South
1162,2023-03-08,Electronics,387.0,19,30.13,East
1163,2023-03-09,Furniture,496.96,9,25.49,East
1164,2023-03-10,Clothing,958.38,11,49.69,South
1165,2023-03-11,Clothing,869.2,14,212.03,West
1166,2023-03-12,Electronics,609.25,3,121.91,North
1167,2023-03-13,Furniture,402.6,15,24.97,East
1168,2023-03-14,Electronics,847.02,15,237.65,West
1169,2023-03-15,Furniture,130.74,16,8.96,West
1170,2023-03-16,Clothing,368.12,11,26.66,South
1171,2023-03-17,Grocery,743.63,8,109.25,West
1172,2023-03-18,Grocery,649.14,11,48.4,South
1173,2023-03-19,Electronics,420.6,9,27.76,East
1174,2023-03-20,Grocery,999.16,12,163.33,East
1175,2023-03-21,Furniture,605.82,13,170.9,North
1176,2023-03-22,Furniture,370.05,13,83.53,North
1177,2023-03-23,Clothing,274.87,13,34.65,West
1178,2023-03-24,Electronics,302.96,19,69.04,West
1179,2023-03-25,Grocery,102.16,14,25.94,East
1180,2023-03-26,Electronics,237.77,13,40.16,East
1181,2023-03-27,Furniture,948.43,13,56.41,East
1182,2023-03-28,Furniture,106.91,13,6.28,East
1183,2023-03-29,Grocery,364.97,14,96.52,West
1184,2023-03-30,Furniture,945.9,11,191.28,North
1185,2023-03-31,Grocery,964.44,4,188.98,East
1186,2023-04-01,Grocery,928.35,8,136.13,East
1187,2023-04-02,Electronics,209.84,19,25.45,South
1188,2023-04-03,Electronics,560.95,17,165.13,East
1189,2023-04-04,Grocery,716.53,14,70.46,North
1190,2023-04-05,Grocery,459.79,3,105.0,North
1191,2023-04-06,Clothing,377.08,17,63.26,North
1192,2023-04-07,Furniture,977.91,15,90.35,West
1193,2023-04-08,Clothing,294.49,18,44.88,North
1194,2023-04-09,Clothing,959.84,13,188.4,North
1195,2023-04-10,Clothing,354.89,15,59.65,South
1196,2023-04-11,Electronics,420.75,3,30.99,West
1197,2023-04-12,Furniture,613.21,3,145.89,West
1198,2023-04-13,Clothing,969.17,13,219.28,East
1199,2023-04-14,Electronics,821.56,5,42.48,North
1200,2023-04-15,Clothing,829.17,8,115.88,West
1201,2023-04-16,Electronics,585.85,1,132.3,East
1202,2023-04-17,Furniture,653.31,2,33.8,South
1203,2023-04-18,Grocery,673.06,15,66.41,West
1204,2023-04-19,Electronics,713.63,13,126.74,East
1205,2023-04-20,Electronics,290.19,19,86.69,East
1206,2023-04-21,Clothing,685.73,8,129.93,East
1207,2023-04-22,Clothing,422.67,7,76.56,North
1208,2023-04-23,Electronics,600.82,5,52.25,West
1209,2023-04-24,Clothing,596.92,17,30.61,East
1210,2023-04-25,Electronics,617.02,6,172.16,East
1211,2023-04-26,Furniture,909.43,9,187.81,South
1212,2023-04-27,Grocery,733.65,6,105.02,North
1213,2023-04-28,Electronics,694.57,6,161.92,North
1214,2023-04-29,Clothing,362.66,15,57.69,West
1215,2023-04-30,Grocery,480.42,8,34.94,North
1216,2023-05-01,Grocery,715.79,11,52.41,North
1217,2023-05-02,Electronics,417.81,11,47.96,North
1218,2023-05-03,Furniture,776.47,2,131.36,East
1219,2023-05-04,Grocery,381.86,2,32.16,North
1220,2023-05-05,Grocery,516.86,19,95.65,East
1221,2023-05-06,Grocery,515.77,13,106.31,East
1222,2023-05-07,Grocery,489.84,17,40.93,West
1223,2023-05-08,Grocery,673.94,9,194.73,South
1224,2023-05-09,Clothing,338.39,7,68.05,South
1225,2023-05-10,Furniture,482.99,14,66.53,South
1226,2023-05-11,Clothing,725.01,1,149.01,West
1227,2023-05-12,Grocery,914.17,16,227.35,North
1228,2023-05-13,Electronics,236.29,8,57.17,West
1229,2023-05-14,Clothing,947.6,8,180.16,South
1230,2023-05-15,Furniture,214.89,19,25.34,East
1231,2023-05-16,Electronics,301.34,10,59.11,West
1232,2023-05-17,Electronics,213.4,12,34.12,South
1233,2023-05-18,Grocery,954.15,11,179.88,West
1234,2023-05-19,Electronics,380.54,9,80.76,North
1235,2023-05-20,Clothing,278.81,4,15.75,South
1236,2023-05-21,Clothing,240.39,19,31.86,South
1237,2023-05-22,Electronics,482.86,9,47.14,North
1238,2023-05-23,Grocery,547.89,18,80.12,South
1239,2023-05-24,Clothing,259.58,10,52.07,North
1240,2023-05-25,Electronics,645.38,7,114.6,North
1241,2023-05-26,Furniture,175.14,19,34.56,West
1242,2023-05-27,Grocery,368.0,7,52.58,North
1243,2023-05-28,Furniture,533.37,11,150.52,West
1244,2023-05-29,Furniture,726.35,1,121.81,North
1245,2023-05-30,Electronics,464.42,10,134.7,North
1246,2023-05-31,Electronics,995.87,8,187.55,North
1247,2023-06-01,Electronics,891.17,16,78.79,South
1248,2023-06-02,Electronics,461.5,10,125.32,East
1249,2023-06-03,Furniture,515.01,9,124.31,North
1250,2023-06-04,Grocery,910.73,16,129.68,North
1251,2023-06-05,Furniture,104.18,14,16.83,South
1252,2023-06-06,Grocery,182.49,11,31.28,East
1253,2023-06-07,Grocery,812.74,7,127.7,South
1254,2023-06-08,Clothing,427.58,8,54.83,South
1255,2023-06-09,Clothing,352.14,15,62.8,North
1256,2023-06-10,Clothing,661.67,13,59.87,East
1257,2023-06-11,Furniture,492.25,16,38.26,North
1258,2023-06-12,Furniture,196.21,6,42.59,North
1259,2023-06-13,Clothing,124.46,15,14.58,South
1260,2023-06-14,Clothing,415.2,13,77.7,North
1261,2023-06-15,Clothing,405.8,7,29.6,East
1262,2023-06-16,Grocery,426.77,13,73.07,South
1263,2023-06-17,Grocery,275.06,13,44.59,South
1264,2023-06-18,Clothing,608.2,16,47.68,South
1265,2023-06-19,Electronics,547.17,15,91.41,West
1266,2023-06-20,Electronics,768.3,6,142.4,North
1267,2023-06-21,Electronics,976.14,9,84.19,East
1268,2023-06-22,Clothing,459.52,13,74.13,South
1269,2023-06-23,Electronics,558.43,8,51.94,North
1270,2023-06-24,Furniture,132.19,12,29.9,North
1271,2023-06-25,Grocery,182.3,3,9.7,East
1272,2023-06-26,Grocery,752.38,5,136.53,South
1273,2023-06-27,Furniture,597.05,2,85.78,West
1274,2023-06-28,Electronics,794.76,13,196.91,East
1275,2023-06-29,Electronics,426.03,11,38.5,South
1276,2023-06-30,Grocery,235.35,13,17.56,West
1277,2023-07-01,Furniture,601.51,12,159.65,North
1278,2023-07-02,Clothing,695.21,13,77.09,North
1279,2023-07-03,Clothing,619.1,16,48.29,West
1280,2023-07-04,Electronics,503.52,5,82.75,East
1281,2023-07-05,Clothing,484.16,6,140.34,East
1282,2023-07-06,Electronics,549.24,18,70.46,North
1283,2023-07-07,Furniture,295.77,19,24.62,East
1284,2023-07-08,Grocery,312.99,7,64.63,East
1285,2023-07-09,Electronics,964.4,16,180.07,North
1286,2023-07-10,Grocery,332.32,9,97.95,North
1287,2023-07-11,Grocery,114.78,5,6.59,South
1288,2023-07-12,Grocery,336.51,10,47.04,East
1289,2023-07-13,Electronics,131.45,7,10.14,South
1290,2023-07-14,Furniture,970.97,18,168.88,West
1291,2023-07-15,Grocery,669.78,12,85.54,South
1292,2023-07-16,Electronics,527.53,13,77.32,East
1293,2023-07-17,Clothing,495.62,6,37.85,East
1294,2023-07-18,Electronics,336.62,1,40.6,West
1295,2023-07-19,Grocery,995.28,3,260.38,South
1296,2023-07-20,Grocery,612.7,6,135.25,West
1297,2023-07-21,Electronics,525.81,11,155.59,East
1298,2023-07-22,Electronics,739.63,7,48.35,South
1299,2023-07-23,Electronics,410.25,6,106.94,West
1300,2023-07-24,Electronics,220.13,6,58.39,East
1301,2023-07-25,Furniture,173.73,15,38.74,West
1302,2023-07-26,Clothing,622.86,17,81.21,North
1303,2023-07-27,Furniture,845.86,10,109.81,East
1304,2023-07-28,Furniture,963.91,14,278.09,North
1305,2023-07-29,Furniture,985.66,8,63.92,East
1306,2023-07-30,Furniture,942.12,10,58.58,West
1307,2023-07-31,Grocery,313.77,14,68.9,East
1308,2023-08-01,Clothing,636.36,17,112.32,North
1309,2023-08-02,Electronics,907.66,5,122.11,South
1310,2023-08-03,Electronics,466.11,1,91.14,South
1311,2023-08-04,Grocery,705.77,12,113.25,South
1312,2023-08-05,Furniture,565.2,2,97.6,East
1313,2023-08-06,Grocery,370.46,8,86.12,East
1314,2023-08-07,Clothing,917.05,14,78.61,West
1315,2023-08-08,Grocery,683.61,14,114.16,North
1316,2023-08-09,Furniture,412.86,9,27.97,West
1317,2023-08-10,Furniture,695.97,17,60.81,North
1318,2023-08-11,Furniture,173.13,3,13.49,West
1319,2023-08-12,Furniture,703.74,3,133.17,East
1320,2023-08-13,Clothing,139.97,13,41.25,West
1321,2023-08-14,Electronics,788.71,2,187.82,North
1322,2023-08-15,Clothing,968.06,11,212.77,North
1323,2023-08-16,Electronics,853.13,10,252.01,East
1324,2023-08-17,Clothing,567.95,14,155.24,West
1325,2023-08-18,Grocery,940.69,10,89.43,West
1326,2023-08-19,Electronics,787.8,6,102.91,North
1327,2023-08-20,Clothing,356.08,5,57.22,West
1328,2023-08-21,Clothing,412.45,10,29.25,West
1329,2023-08-22,Clothing,777.74,3,42.81,West
1330,2023-08-23,Grocery,895.14,15,108.56,East
1331,2023-08-24,Electronics,605.96,4,176.95,West
1332,2023-08-25,Electronics,537.08,19,125.72,West
1333,2023-08-26,Clothing,947.67,7,161.45,South
1334,2023-08-27,Clothing,147.76,15,18.39,East
1335,2023-08-28,Electronics,988.99,8,166.36,North
1336,2023-08-29,Furniture,741.92,14,172.72,South
1337,2023-08-30,Clothing,197.49,13,52.61,North
1338,2023-08-31,Furniture,715.1,11,62.85,East
1339,2023-09-01,Furniture,229.98,18,36.1,West
1340,2023-09-02,Clothing,150.33,10,12.29,South
1341,2023-09-03,Clothing,572.96,11,36.51,South
1342,2023-09-04,Furniture,531.84,14,50.69,South
1343,2023-09-05,Electronics,408.26,4,112.01,East
1344,2023-09-06,Electronics,960.24,5,219.61,North
1345,2023-09-07,Electronics,430.51,4,79.98,South
1346,2023-09-08,Electronics,553.67,11,137.37,South
1347,2023-09-09,Furniture,275.56,6,34.29,North
1348,2023-09-10,Electronics,878.73,6,76.55,South
1349,2023-09-11,Grocery,129.87,19,21.81,West
1350,2023-09-12,Furniture,986.09,3,70.26,East
1351,2023-09-13,Clothing,169.33,2,37.34,South
1352,2023-09-14,Furniture,904.81,6,248.66,South
1353,2023-09-15,Clothing,899.42,11,181.68,North
1354,2023-09-16,Furniture,214.27,12,23.34,North
1355,2023-09-17,Clothing,802.91,4,93.06,South
1356,2023-09-18,Furniture,679.6,11,103.43,South
1357,2023-09-19,Clothing,856.26,11,92.75,North
1358,2023-09-20,Electronics,401.86,11,98.22,North
1359,2023-09-21,Electronics,854.43,9,204.61,North
1360,2023-09-22,Clothing,264.05,15,68.25,South
1361,2023-09-23,Grocery,788.03,12,114.77,South
1362,2023-09-24,Clothing,551.74,6,123.2,North
1363,2023-09-25,Clothing,464.34,6,125.52,East
1364,2023-09-26,Furniture,879.1,10,237.77,South
1365,2023-09-27,Grocery,467.84,7,95.3,North
1366,2023-09-28,Grocery,338.89,4,40.85,West
1367,2023-09-29,Clothing,816.24,14,91.34,East
1368,2023-09-30,Electronics,326.41,14,38.65,South
1369,2023-10-01,Grocery,663.74,19,70.24,North
1370,2023-10-02,Grocery,950.45,15,264.34,East
1371,2023-10-03,Grocery,904.03,11,111.17,North
1372,2023-10-04,Electronics,154.31,9,15.7,East
1373,2023-10-05,Electronics,971.36,10,159.64,West
1374,2023-10-06,Furniture,497.59,11,44.67,West
1375,2023-10-07,Clothing,679.88,15,115.06,South
1376,2023-10-08,Grocery,128.46,15,18.9,South
1377,2023-10-09,Grocery,851.24,8,166.94,East
1378,2023-10-10,Grocery,318.88,16,69.59,South
1379,2023-10-11,Electronics,135.79,6,16.38,East
1380,2023-10-12,Electronics,628.58,4,149.81,North
1381,2023-10-13,Electronics,405.88,11,89.89,South
1382,2023-10-14,Grocery,700.09,3,192.91,South
1383,2023-10-15,Electronics,609.57,7,180.22,South
1384,2023-10-16,Electronics,556.71,17,107.92,North
1385,2023-10-17,Grocery,292.92,17,58.17,East
1386,2023-10-18,Clothing,448.7,6,74.74,South
1387,2023-10-19,Clothing,230.35,3,20.5,North
1388,2023-10-20,Grocery,672.55,2,48.16,East
1389,2023-10-21,Clothing,147.16,9,35.16,West
1390,2023-10-22,Electronics,726.1,8,177.4,South
1391,2023-10-23,Clothing,128.65,3,34.7,West
1392,2023-10-24,Furniture,909.11,10,241.5,South
1393,2023-10-25,Furniture,604.26,8,75.77,North
1394,2023-10-26,Electronics,991.54,9,132.8,East
1395,2023-10-27,Clothing,163.02,3,44.91,North
1396,2023-10-28,Grocery,968.13,19,245.54,North
1397,2023-10-29,Electronics,872.44,11,182.48,West
1398,2023-10-30,Electronics,276.31,12,64.95,North
1399,2023-10-31,Electronics,665.77,10,44.51,East
1400,2023-11-01,Grocery,783.07,16,133.7,West
1401,2023-11-02,Clothing,515.56,1,46.58,East
1402,2023-11-03,Furniture,358.37,19,23.48,West
1403,2023-11-04,Furniture,788.57,14,181.98,South
1404,2023-11-05,Clothing,929.66,9,144.36,South
1405,2023-11-06,Grocery,345.0,6,36.04,West
1406,2023-11-07,Electronics,962.15,1,148.2,West
1407,2023-11-08,Grocery,278.49,13,25.1,North
1408,2023-11-09,Furniture,103.49,4,16.72,West
1409,2023-11-10,Furniture,448.9,8,50.38,East
1410,2023-11-11,Furniture,267.86,6,43.15,North
1411,2023-11-12,Furniture,282.23,11,20.98,North
1412,2023-11-13,Grocery,333.83,19,24.17,East
1413,2023-11-14,Grocery,888.63,17,231.05,West
1414,2023-11-15,Clothing,892.0,3,228.8,West
1415,2023-11-16,Furniture,356.38,19,51.4,West
1416,2023-11-17,Grocery,118.99,8,8.73,North
1417,2023-11-18,Electronics,438.2,8,40.74,North
1418,2023-11-19,Clothing,599.37,12,134.47,South
1419,2023-11-20,Grocery,927.8,4,220.93,West
1420,2023-11-21,Clothing,744.0,15,205.53,West
1421,2023-11-22,Grocery,406.66,5,24.81,East
1422,2023-11-23,Clothing,163.73,2,48.58,West
1423,2023-11-24,Electronics,740.6,2,150.81,North
1424,2023-11-25,Electronics,846.71,12,101.14,East
1425,2023-11-26,Furniture,106.18,15,25.71,East
1426,2023-11-27,Furniture,842.94,10,186.07,North
1427,2023-11-28,Furniture,593.0,9,115.94,South
1428,2023-11-29,Grocery,767.56,17,91.49,East
1429,2023-11-30,Electronics,506.9,10,35.77,East
1430,2023-12-01,Grocery,956.39,18,55.69,South
1431,2023-12-02,Furniture,791.46,8,154.58,South
1432,2023-12-03,Grocery,602.3,13,125.27,West
1433,2023-12-04,Electronics,993.99,2,51.48,South
1434,2023-12-05,Electronics,352.74,10,79.09,North
1435,2023-12-06,Furniture,423.02,8,79.88,South
1436,2023-12-07,Electronics,526.8,1,32.68,East
1437,2023-12-08,Electronics,649.64,18,92.99,East
1438,2023-12-09,Furniture,711.96,6,67.88,East
1439,2023-12-10,Furniture,462.66,9,48.44,West
1440,2023-12-11,Grocery,986.21,2,264.62,East
1441,2023-12-12,Clothing,882.75,12,100.83,West
1442,2023-12-13,Clothing,951.27,11,114.86,East
1443,2023-12-14,Furniture,422.52,16,30.44,North
1444,2023-12-15,Grocery,657.48,12,101.44,South
1445,2023-12-16,Clothing,536.38,18,60.56,West
1446,2023-12-17,Electronics,811.3,5,80.88,North
1447,2023-12-18,Grocery,920.75,4,191.13,South
1448,2023-12-19,Clothing,242.5,7,64.9,South
1449,2023-12-20,Clothing,773.86,13,127.26,South
1450,2023-12-21,Clothing,942.09,3,61.0,East
1451,2023-12-22,Grocery,656.68,14,126.97,South
1452,2023-12-23,Furniture,200.72,17,30.11,East
1453,2023-12-24,Grocery,463.81,13,84.02,South
1454,2023-12-25,Furniture,976.91,17,127.04,East
1455,2023-12-26,Furniture,127.18,16,25.38,West
1456,2023-12-27,Grocery,131.03,6,18.96,North
1457,2023-12-28,Furniture,460.21,4,108.59,North
1458,2023-12-29,Grocery,213.45,15,36.31,South
1459,2023-12-30,Grocery,618.37,5,71.02,West
1460,2023-12-31,Electronics,463.54,15,58.61,South
1461,2024-01-01,Furniture,248.01,4,13.99,West
1462,2024-01-02,Electronics,524.38,15,103.9,West
1463,2024-01-03,Clothing,241.14,3,66.06,East
1464,2024-01-04,Electronics,502.65,14,67.38,West
1465,2024-01-05,Grocery,895.51,5,248.87,North
1466,2024-01-06,Furniture,473.82,1,34.81,North
1467,2024-01-07,Furniture,652.87,18,137.92,South
1468,2024-01-08,Electronics,823.7,19,159.41,East
1469,2024-01-09,Electronics,602.58,13,112.47,East
1470,2024-01-10,Grocery,166.69,11,37.81,West
1471,2024-01-11,Electronics,232.42,10,31.35,South
1472,2024-01-12,Furniture,878.44,1,197.27,South
1473,2024-01-13,Furniture,237.9,18,68.29,West
1474,2024-01-14,Electronics,265.05,19,34.62,East
1475,2024-01-15,Electronics,363.06,19,47.42,North
1476,2024-01-16,Electronics,627.16,9,124.69,South
1477,2024-01-17,Grocery,187.63,13,47.22,North
1478,2024-01-18,Grocery,919.47,4,74.89,East
1479,2024-01-19,Furniture,690.81,18,192.02,West
1480,2024-01-20,Grocery,409.31,8,77.73,North
1481,2024-01-21,Furniture,411.92,11,113.47,East
1482,2024-01-22,Grocery,298.5,1,63.58,West
1483,2024-01-23,Grocery,420.33,13,90.22,North
1484,2024-01-24,Clothing,366.42,17,74.54,North
1485,2024-01-25,Furniture,826.31,10,193.64,East
1486,2024-01-26,Furniture,257.7,8,30.75,North
1487,2024-01-27,Clothing,383.88,14,77.7,East
1488,2024-01-28,Furniture,231.21,15,30.36,West
1489,2024-01-29,Grocery,803.06,16,54.29,East
1490,2024-01-30,Grocery,126.57,1,23.74,West
1491,2024-01-31,Grocery,887.58,5,88.97,North
1492,2024-02-01,Grocery,358.33,14,94.69,West
1493,2024-02-02,Furniture,235.51,6,15.55,North
1494,2024-02-03,Furniture,431.5,11,32.75,East
1495,2024-02-04,Electronics,457.32,4,112.96,East
1496,2024-02-05,Electronics,670.19,17,179.02,North
1497,2024-02-06,Grocery,856.14,15,110.82,West
1498,2024-02-07,Electronics,488.0,19,65.52,North
1499,2024-02-08,Electronics,167.63,1,17.04,South
1500,2024-02-09,Electronics,855.08,12,243.87,East
1501,2024-02-10,Clothing,409.97,2,115.67,West
1502,2024-02-11,Electronics,969.11,5,159.49,East
1503,2024-02-12,Electronics,557.67,2,107.51,East
1504,2024-02-13,Clothing,164.72,7,25.56,North
1505,2024-02-14,Grocery,852.94,5,148.81,North
1506,2024-02-15,Clothing,335.96,9,67.84,South
1507,2024-02-16,Furniture,816.8,18,234.58,West
1508,2024-02-17,Furniture,798.95,13,168.2,North
1509,2024-02-18,Clothing,654.99,5,182.35,North
1510,2024-02-19,Clothing,444.42,12,27.71,East
1511,2024-02-20,Furniture,201.1,1,18.16,West
1512,2024-02-21,Furniture,120.15,5,33.19,South
1513,2024-02-22,Clothing,902.63,8,199.99,North
1514,2024-02-23,Grocery,277.7,10,58.44,East
1515,2024-02-24,Grocery,664.81,16,170.62,North
1516,2024-02-25,Furniture,102.75,2,30.78,North
1517,2024-02-26,Furniture,597.93,8,66.75,East
1518,2024-02-27,Furniture,269.91,18,34.19,West
1519,2024-02-28,Grocery,476.47,1,28.44,West
1520,2024-02-29,Grocery,350.75,16,83.33,North
1521,2024-03-01,Clothing,415.72,11,39.39,South
1522,2024-03-02,Clothing,454.42,7,104.16,North
1523,2024-03-03,Furniture,763.45,1,66.13,South
1524,2024-03-04,Electronics,548.21,6,126.53,South
1525,2024-03-05,Electronics,378.68,10,82.28,South
1526,2024-03-06,Furniture,278.84,19,80.38,North
1527,2024-03-07,Furniture,167.07,4,49.6,South
1528,2024-03-08,Furniture,758.91,2,162.99,North
1529,2024-03-09,Clothing,766.14,9,129.28,South
1530,2024-03-10,Furniture,367.44,2,49.96,West
1531,2024-03-11,Grocery,719.41,5,210.45,North
1532,2024-03-12,Electronics,993.9,18,61.44,South
1533,2024-03-13,Clothing,419.8,19,101.07,West
1534,2024-03-14,Grocery,895.1,9,172.58,West
1535,2024-03-15,Grocery,699.41,4,78.86,South
1536,2024-03-16,Electronics,241.34,18,64.85,South
1537,2024-03-17,Electronics,685.06,11,199.81,South
1538,2024-03-18,Furniture,210.89,19,25.21,North
1539,2024-03-19,Furniture,559.49,12,76.66,West
1540,2024-03-20,Electronics,755.14,4,154.74,North
1541,2024-03-21,Clothing,268.69,13,39.54,West
1542,2024-03-22,Furniture,749.75,6,50.14,North
1543,2024-03-23,Furniture,957.27,3,219.95,West
1544,2024-03-24,Grocery,361.59,12,86.66,South
1545,2024-03-25,Clothing,587.94,4,34.41,West
1546,2024-03-26,Furniture,844.84,8,115.95,East
1547,2024-03-27,Electronics,959.95,14,178.55,South
1548,2024-03-28,Clothing,182.35,4,27.01,North
1549,2024-03-29,Furniture,843.98,10,209.14,North
1550,2024-03-30,Clothing,146.54,4,31.55,North
1551,2024-03-31,Electronics,346.38,8,19.16,East
1552,2024-04-01,Furniture,366.38,2,86.82,East
1553,2024-04-02,Furniture,918.52,6,193.43,North
1554,2024-04-03,Furniture,868.3,1,240.85,West
1555,2024-04-04,Clothing,276.23,16,54.55,North
1556,2024-04-05,Grocery,926.06,3,121.13,South
1557,2024-04-06,Furniture,514.09,9,114.81,North
1558,2024-04-07,Furniture,778.68,2,155.29,West
1559,2024-04-08,Grocery,621.36,14,112.7,East
1560,2024-04-09,Clothing,594.49,5,127.69,East
1561,2024-04-10,Electronics,147.49,7,18.73,South
1562,2024-04-11,Furniture,164.38,1,44.05,East
1563,2024-04-12,Electronics,836.74,16,245.28,West
1564,2024-04-13,Electronics,698.08,1,175.67,West
1565,2024-04-14,Clothing,337.47,9,73.21,West
1566,2024-04-15,Clothing,624.94,14,150.55,East
1567,2024-04-16,Furniture,253.41,15,35.48,West
1568,2024-04-17,Electronics,985.19,8,103.98,South
1569,2024-04-18,Electronics,210.16,4,57.7,West
1570,2024-04-19,Clothing,201.02,4,18.76,South
1571,2024-04-20,Grocery,212.24,1,50.32,West
1572,2024-04-21,Clothing,222.68,8,22.07,North
1573,2024-04-22,Clothing,465.22,11,64.92,West
1574,2024-04-23,Clothing,236.86,4,32.79,North
1575,2024-04-24,Grocery,529.62,7,71.57,East
1576,2024-04-25,Clothing,835.56,9,96.14,West
1577,2024-04-26,Electronics,760.19,17,215.34,West
1578,2024-04-27,Grocery,979.3,5,69.75,East
1579,2024-04-28,Grocery,808.95,5,146.67,East
1580,2024-04-29,Furniture,408.81,16,111.1,North
1581,2024-04-30,Clothing,949.11,5,245.09,North
1582,2024-05-01,Furniture,759.19,19,195.14,South
1583,2024-05-02,Furniture,207.58,9,54.3,South
1584,2024-05-03,Electronics,735.54,3,188.63,North
1585,2024-05-04,Clothing,540.22,10,128.13,South
1586,2024-05-05,Clothing,353.68,1,24.18,South
1587,2024-05-06,Clothing,508.71,15,43.81,East
1588,2024-05-07,Electronics,879.41,17,240.31,South
