date,category,sales,quantity,profit,region
2020-03-19,Furniture,347.73,1.0,249.89,Central
2020-03-20,Home Decor,51.38,12.0,,West
2020-03-21,Groceries,926.19,12.0,112.86,North
2020-03-22,Home Decor,215.53,5.0,-37.39,
2020-03-23,Home Decor,510.55,1.0,1.3,West
2020-03-24,Home Decor,459.09,5.0,395.28,East
2020-03-25,Groceries,11.19,13.0,184.19,North
2020-03-26,Clothing,691.11,6.0,41.87,Central
2020-03-27,Electronics,364.66,13.0,79.3,North
2020-03-28,Groceries,392.2,12.0,106.96,South
2020-03-29,Home Decor,23.17,3.0,369.5,South
2020-03-30,Home Decor,255.24,12.0,153.1,Central
2020-03-31,Groceries,345.96,12.0,55.6,West
2020-04-01,Clothing,884.9,14.0,-71.64,West
2020-04-02,Home Decor,591.67,1.0,161.73,North
2020-04-03,Clothing,330.8,9.0,258.09,East
2020-04-04,Furniture,428.67,3.0,-70.0,East
2020-04-05,Home Decor,731.39,11.0,371.1,South
2020-04-06,Clothing,822.69,14.0,189.29,West
2020-04-07,Groceries,420.83,2.0,68.81,East
2020-04-08,Home Decor,36.6,9.0,392.07,
2020-04-09,Home Decor,98.65,6.0,358.26,West
2020-04-10,Clothing,500.75,1.0,232.89,North
2020-04-11,Home Decor,713.27,9.0,-82.45,Central
2020-04-12,Electronics,649.68,10.0,219.69,West
2020-04-13,Home Decor,504.14,12.0,223.18,South
2020-04-14,Groceries,663.08,12.0,226.92,South
2020-04-15,Groceries,763.56,8.0,75.2,West
2020-04-16,Home Decor,891.67,5.0,314.3,Central
2020-04-17,Clothing,915.41,3.0,77.54,South
2020-04-18,Home Decor,125.1,10.0,190.42,West
2020-04-19,Furniture,581.6,2.0,59.21,Central
2020-04-20,Clothing,140.75,1.0,152.81,
2020-04-21,Groceries,405.07,5.0,-44.73,South
2020-04-22,Clothing,370.52,13.0,74.6,West
2020-04-23,,479.67,,338.09,
2020-04-24,Furniture,913.12,4.0,349.49,East
2020-04-25,Groceries,922.15,,295.53,Central
2020-04-26,Groceries,730.77,5.0,108.7,East
2020-04-27,Groceries,802.67,12.0,168.16,West
2020-04-28,Clothing,184.69,13.0,25.27,South
2020-04-29,Electronics,444.97,14.0,167.78,South
2020-04-30,Furniture,380.03,,18.74,East
2020-05-01,Furniture,317.54,1.0,220.49,North
2020-05-02,Home Decor,,,26.39,South
2020-05-03,Groceries,251.51,13.0,368.8,West
2020-05-04,Home Decor,517.68,8.0,34.83,North
2020-05-05,Furniture,606.98,3.0,135.95,North
2020-05-06,Furniture,15.57,11.0,,North
2020-05-07,Groceries,728.49,2.0,91.62,
2020-05-08,Furniture,554.77,10.0,346.14,Central
2020-05-09,Furniture,109.24,5.0,31.77,Central
2020-05-10,Electronics,281.8,11.0,,West
2020-05-11,Home Decor,928.12,10.0,-10.86,West
2020-05-12,Electronics,921.97,6.0,82.86,West
2020-05-13,Clothing,,10.0,197.75,East
2020-05-14,Groceries,741.06,14.0,,South
2020-05-15,Furniture,529.65,9.0,384.53,West
2020-05-16,Electronics,636.32,14.0,135.18,North
2020-05-17,Groceries,389.57,13.0,292.27,South
2020-05-18,Clothing,146.84,4.0,-98.24,North
2020-05-19,Furniture,916.05,11.0,338.61,South
2020-05-20,Furniture,347.31,3.0,-20.92,North
2020-05-21,Home Decor,456.89,14.0,40.2,South
2020-05-22,Home Decor,933.76,,-39.63,North
2020-05-23,Electronics,293.7,7.0,-78.06,Central
2020-05-24,Home Decor,743.58,1.0,385.07,West
2020-05-25,Furniture,356.18,14.0,,North
2020-05-26,,697.44,6.0,21.15,North
2020-05-27,Home Decor,18.54,5.0,241.67,
2020-05-28,Furniture,893.82,8.0,168.6,North
2020-05-29,Electronics,640.0,13.0,58.73,North
2020-05-30,Furniture,660.09,2.0,,East
2020-05-31,Electronics,740.24,4.0,82.09,South
2020-06-01,Electronics,922.01,14.0,216.86,West
2020-06-02,Home Decor,822.38,2.0,182.97,West
2020-06-03,Clothing,339.85,11.0,-90.6,South
2020-06-04,Clothing,386.31,13.0,-60.18,West
2020-06-05,Groceries,520.18,10.0,211.72,West
2020-06-06,Home Decor,646.26,12.0,96.19,East
2020-06-07,Home Decor,879.32,5.0,320.39,East
2020-06-08,,907.88,2.0,119.52,East
2020-06-09,Clothing,252.24,5.0,387.84,Central
2020-06-10,Groceries,,3.0,48.19,East
2020-06-11,Electronics,480.57,9.0,56.31,West
2020-06-12,Electronics,926.12,9.0,119.76,Central
2020-06-13,Electronics,90.24,5.0,179.06,West
2020-06-14,Furniture,85.82,,187.18,East
2020-06-15,Electronics,613.46,7.0,-16.96,North
2020-06-16,Home Decor,872.66,4.0,375.76,Central
2020-06-17,Clothing,863.35,3.0,-73.13,East
2020-06-18,Clothing,721.04,3.0,-14.91,East
2020-06-19,Groceries,635.74,7.0,301.32,East
2020-06-20,Home Decor,350.63,7.0,-80.19,South
2020-06-21,Groceries,361.8,2.0,48.94,Central
2020-06-22,Clothing,242.81,14.0,,Central
2020-06-23,Home Decor,58.55,1.0,194.86,West
2020-06-24,Groceries,577.52,8.0,172.84,North
2020-06-25,Home Decor,,12.0,57.29,West
2020-06-26,Clothing,425.76,1.0,-3.14,West
2020-06-27,Home Decor,944.41,5.0,344.27,Central
2020-06-28,Groceries,614.17,4.0,396.23,North
2020-06-29,Groceries,582.0,1.0,231.46,North
2020-06-30,Groceries,527.72,2.0,173.36,West
2020-07-01,Clothing,393.8,4.0,263.12,East
2020-07-02,Electronics,769.81,5.0,111.43,North
2020-07-03,Groceries,461.23,13.0,129.11,West
2020-07-04,Furniture,870.61,7.0,-97.81,South
2020-07-05,Furniture,924.88,,-2.84,South
2020-07-06,Furniture,548.83,5.0,-77.24,East
2020-07-07,Groceries,499.71,4.0,271.74,West
2020-07-08,Clothing,382.81,1.0,295.88,North
2020-07-09,Clothing,789.06,9.0,136.18,East
2020-07-10,Home Decor,395.85,12.0,156.67,
2020-07-11,,564.63,13.0,255.24,Central
2020-07-12,Clothing,863.73,2.0,208.73,Central
2020-07-13,Electronics,102.15,13.0,208.97,West
2020-07-14,Furniture,853.78,7.0,-53.56,North
2020-07-15,Clothing,71.79,8.0,229.5,South
2020-07-16,Groceries,165.48,,-29.85,South
2020-07-17,Clothing,743.94,8.0,224.64,West
2020-07-18,Furniture,,4.0,305.4,West
2020-07-19,Furniture,40.43,9.0,106.1,Central
2020-07-20,Furniture,272.48,4.0,73.34,North
2020-07-21,Groceries,539.78,6.0,103.33,East
2020-07-22,Groceries,536.93,10.0,142.7,Central
2020-07-23,Electronics,294.8,1.0,,Central
2020-07-24,Clothing,,6.0,242.15,South
2020-07-25,Electronics,469.36,5.0,326.04,North
2020-07-26,Furniture,985.2,9.0,-90.05,Central
2020-07-27,,707.66,14.0,214.22,South
2020-07-28,Furniture,693.73,10.0,147.05,Central
2020-07-29,Home Decor,127.7,10.0,-44.29,West
2020-07-30,Electronics,426.87,12.0,117.0,Central
2020-07-31,Groceries,850.04,7.0,,East
2020-08-01,Electronics,302.01,8.0,68.94,
2020-08-02,Groceries,365.28,8.0,119.92,South
2020-08-03,Clothing,961.41,6.0,358.91,West
2020-08-04,Clothing,13.55,3.0,234.79,East
2020-08-05,Home Decor,767.89,3.0,-17.63,North
2020-08-06,Home Decor,797.34,11.0,8.64,West
2020-08-07,Furniture,,13.0,83.19,Central
2020-08-08,Electronics,875.74,12.0,,West
2020-08-09,Home Decor,739.1,13.0,-5.78,Central
2020-08-10,Furniture,758.49,2.0,259.11,Central
2020-08-11,Home Decor,171.7,2.0,185.18,South
2020-08-12,Clothing,636.83,5.0,291.03,East
2020-08-13,Electronics,170.43,10.0,183.3,North
2020-08-14,Groceries,207.78,1.0,201.03,
2020-08-15,Clothing,800.2,2.0,152.15,West
2020-08-16,Clothing,599.42,6.0,,East
2020-08-17,Groceries,63.17,2.0,,East
2020-08-18,Furniture,955.62,8.0,163.39,West
2020-08-19,Electronics,861.87,13.0,88.39,South
2020-08-20,Furniture,671.63,6.0,106.37,North
2020-08-21,Clothing,984.24,3.0,75.83,West
2020-08-22,Home Decor,230.82,7.0,379.4,
2020-08-23,Clothing,691.91,4.0,-40.74,West
2020-08-24,Groceries,129.75,4.0,373.51,West
2020-08-25,Electronics,399.4,11.0,181.37,North
2020-08-26,Groceries,666.57,1.0,159.37,South
2020-08-27,Home Decor,812.93,12.0,375.05,Central
2020-08-28,Electronics,479.23,13.0,103.36,Central
2020-08-29,Electronics,521.28,13.0,204.13,
2020-08-30,Clothing,195.09,4.0,-63.02,West
2020-08-31,Furniture,409.9,12.0,118.46,Central
2020-09-01,Furniture,,1.0,196.05,South
2020-09-02,Home Decor,739.79,7.0,-30.24,East
2020-09-03,Home Decor,716.41,4.0,13.24,South
2020-09-04,Electronics,345.5,7.0,390.33,North
2020-09-05,Furniture,727.39,12.0,,East
2020-09-06,Furniture,436.54,14.0,146.85,West
2020-09-07,Groceries,17.43,2.0,6.56,West
2020-09-08,Groceries,633.13,11.0,361.56,North
2020-09-09,Clothing,330.66,9.0,64.05,Central
2020-09-10,Electronics,63.37,10.0,299.88,Central
2020-09-11,Clothing,427.63,7.0,225.44,South
2020-09-12,Electronics,256.45,14.0,188.15,South
2020-09-13,Furniture,211.33,13.0,318.22,West
2020-09-14,Home Decor,351.12,6.0,331.1,Central
2020-09-15,Clothing,257.8,7.0,372.38,South
2020-09-16,Groceries,839.03,11.0,113.04,Central
2020-09-17,,895.39,13.0,182.31,North
2020-09-18,Electronics,964.29,14.0,-53.98,Central
2020-09-19,Home Decor,592.91,11.0,,
2020-09-20,Home Decor,359.78,12.0,133.08,East
2020-09-21,Clothing,722.25,12.0,-62.04,West
2020-09-22,Groceries,688.5,7.0,357.99,North
2020-09-23,Groceries,700.35,2.0,-51.77,South
2020-09-24,Electronics,196.7,4.0,-11.07,Central
2020-09-25,Electronics,513.31,6.0,8.29,Central
2020-09-26,Clothing,611.7,,-39.28,West
2020-09-27,Groceries,237.47,13.0,54.01,West
2020-09-28,Clothing,395.73,14.0,258.64,Central
2020-09-29,Home Decor,39.6,12.0,241.74,South
2020-09-30,Furniture,521.2,8.0,245.89,Central
2020-10-01,Clothing,586.27,5.0,334.45,South
2020-10-02,Groceries,849.39,12.0,149.18,Central
2020-10-03,Electronics,922.09,,340.07,North
2020-10-04,Home Decor,795.43,14.0,71.42,East
2020-10-05,Electronics,346.64,,368.81,North
2020-10-06,Electronics,306.86,1.0,,West
2020-10-07,Groceries,,,-44.77,East
2020-10-08,Clothing,600.85,6.0,141.98,East
2020-10-09,Home Decor,,4.0,27.56,South
2020-10-10,Furniture,534.77,13.0,281.76,South
2020-10-11,Clothing,338.29,,58.21,West
2020-10-12,Groceries,113.6,6.0,196.89,South
2020-10-13,Clothing,,7.0,30.15,North
2020-10-14,Groceries,,1.0,74.98,East
2020-10-15,Home Decor,855.03,9.0,215.31,South
2020-10-16,Groceries,15.74,3.0,151.82,South
2020-10-17,Home Decor,525.8,7.0,-18.84,Central
2020-10-18,Furniture,283.36,2.0,-90.0,North
2020-10-19,Clothing,279.02,13.0,239.28,Central
2020-10-20,Electronics,988.9,1.0,371.82,West
2020-10-21,Clothing,63.27,3.0,-3.38,North
2020-10-22,Home Decor,235.51,4.0,-45.91,South
2020-10-23,Clothing,561.2,9.0,204.26,West
2020-10-24,,387.51,1.0,225.16,North
2020-10-25,Electronics,147.38,8.0,151.72,
2020-10-26,Home Decor,160.91,2.0,132.69,West
2020-10-27,Electronics,149.58,,187.6,East
2020-10-28,Clothing,357.88,2.0,-14.03,East
2020-10-29,Furniture,732.03,9.0,230.86,East
2020-10-30,Furniture,868.12,6.0,221.51,South
2020-10-31,Groceries,71.78,11.0,292.65,Central
2020-11-01,Clothing,239.83,2.0,114.12,North
2020-11-02,Home Decor,515.42,10.0,-26.73,Central
2020-11-03,Groceries,14.37,13.0,230.75,North
2020-11-04,Clothing,546.36,5.0,-45.35,East
2020-11-05,Groceries,303.91,11.0,-49.44,West
2020-11-06,Groceries,348.25,14.0,128.15,East
2020-11-07,Electronics,118.41,14.0,-44.9,North
2020-11-08,Electronics,63.9,2.0,-15.43,
2020-11-09,Groceries,918.32,12.0,376.21,South
2020-11-10,Groceries,370.26,11.0,-95.96,West
2020-11-11,Groceries,506.71,5.0,253.24,North
2020-11-12,Groceries,662.54,7.0,194.57,Central
2020-11-13,Furniture,71.94,7.0,202.45,West
2020-11-14,Clothing,958.9,3.0,-99.99,South
2020-11-15,Electronics,923.51,7.0,66.65,South
2020-11-16,Electronics,958.81,5.0,,West
2020-11-17,Electronics,964.22,9.0,130.86,West
2020-11-18,Electronics,688.7,,395.47,South
2020-11-19,Home Decor,988.01,10.0,292.12,South
2020-11-20,Electronics,98.66,8.0,75.16,South
2020-11-21,Electronics,333.06,12.0,203.02,South
2020-11-22,Furniture,754.3,7.0,-64.77,North
2020-11-23,Groceries,555.07,11.0,332.87,
2020-11-24,Home Decor,299.28,14.0,34.23,West
2020-11-25,Clothing,762.03,2.0,231.44,Central
2020-11-26,Clothing,467.87,5.0,337.67,North
2020-11-27,Furniture,487.44,8.0,360.11,South
2020-11-28,Groceries,849.02,14.0,329.0,South
2020-11-29,Clothing,33.53,6.0,280.19,West
2020-11-30,Groceries,133.4,14.0,346.52,West
2020-12-01,Furniture,,14.0,100.51,Central
2020-12-02,Home Decor,480.67,14.0,-57.28,South
2020-12-03,Electronics,83.97,14.0,294.17,
2020-12-04,Furniture,25.58,11.0,164.08,West
2020-12-05,Groceries,839.15,6.0,132.66,South
2020-12-06,Home Decor,209.01,8.0,351.08,South
2020-12-07,,576.61,8.0,200.64,North
2020-12-08,Furniture,810.35,1.0,101.82,West
2020-12-09,Groceries,556.26,10.0,211.83,North
2020-12-10,Furniture,644.04,2.0,157.07,North
2020-12-11,Electronics,646.2,11.0,177.75,South
2020-12-12,Furniture,425.14,13.0,309.95,North
2020-12-13,,536.82,4.0,105.53,North
2020-12-14,Groceries,364.24,5.0,,South
2020-12-15,Groceries,834.74,1.0,108.77,Central
2020-12-16,Groceries,606.94,13.0,26.98,Central
2020-12-17,Clothing,668.41,5.0,368.33,South
2020-12-18,Clothing,462.81,10.0,211.51,Central
2020-12-19,Furniture,202.78,9.0,-67.26,North
2020-12-20,Electronics,103.94,12.0,234.61,East
2020-12-21,Furniture,815.57,11.0,130.77,East
2020-12-22,Groceries,690.6,7.0,300.93,
2020-12-23,Electronics,10.98,5.0,285.41,North
2020-12-24,Clothing,264.24,8.0,,West
2020-12-25,Clothing,,8.0,24.04,South
2020-12-26,,256.67,6.0,35.24,Central
2020-12-27,Clothing,803.97,10.0,-80.14,
2020-12-28,Furniture,590.14,7.0,,East
2020-12-29,Electronics,515.82,12.0,35.15,North
2020-12-30,Electronics,659.63,4.0,349.19,North
2020-12-31,Electronics,289.84,9.0,-37.87,North
2021-01-01,Clothing,618.5,1.0,177.36,North
2021-01-02,Electronics,196.42,7.0,135.23,North
2021-01-03,Electronics,74.19,8.0,111.36,West
2021-01-04,Home Decor,153.37,14.0,330.0,North
2021-01-05,Clothing,480.2,11.0,234.42,East
2021-01-06,Groceries,901.57,12.0,-30.27,West
2021-01-07,Groceries,24.75,3.0,165.58,North
2021-01-08,Clothing,757.9,2.0,86.81,North
2021-01-09,Furniture,271.78,3.0,399.06,Central
2021-01-10,Furniture,37.68,9.0,77.39,South
2021-01-11,Furniture,238.77,10.0,16.86,North
2021-01-12,Furniture,882.13,4.0,-51.23,West
2021-01-13,Home Decor,443.11,3.0,150.08,
2021-01-14,Electronics,322.19,5.0,312.13,Central
2021-01-15,Electronics,256.24,6.0,-47.72,East
2021-01-16,Electronics,592.45,10.0,-51.66,East
2021-01-17,Clothing,602.03,7.0,-15.73,Central
2021-01-18,Clothing,189.52,1.0,-70.16,South
2021-01-19,Furniture,374.07,9.0,110.66,North
2021-01-20,Clothing,305.1,6.0,176.86,
2021-01-21,Clothing,219.52,1.0,15.02,
2021-01-22,Electronics,978.4,3.0,90.23,West
2021-01-23,Groceries,966.87,12.0,-42.23,Central
2021-01-24,Groceries,406.98,4.0,225.78,West
2021-01-25,Groceries,555.3,2.0,-65.05,South
2021-01-26,Electronics,269.39,4.0,,West
2021-01-27,Groceries,669.43,10.0,262.07,West
2021-01-28,Electronics,218.77,1.0,276.09,North
2021-01-29,Electronics,766.54,14.0,-18.41,South
2021-01-30,Groceries,804.02,13.0,28.78,East
2021-01-31,Electronics,102.15,1.0,380.48,Central
2021-02-01,Electronics,586.2,1.0,-57.07,Central
2021-02-02,Electronics,484.05,14.0,336.64,North
2021-02-03,Home Decor,165.06,10.0,282.13,
2021-02-04,Home Decor,689.92,10.0,210.04,Central
2021-02-05,,605.99,9.0,297.99,East
2021-02-06,Furniture,305.08,1.0,206.41,
2021-02-07,Home Decor,466.94,9.0,260.72,East
2021-02-08,Furniture,121.93,6.0,-52.71,East
2021-02-09,Electronics,331.78,10.0,313.56,West
2021-02-10,Electronics,455.55,2.0,173.68,
2021-02-11,Furniture,651.09,,228.0,Central
2021-02-12,Groceries,308.23,1.0,157.14,South
2021-02-13,Electronics,546.22,13.0,188.95,East
2021-02-14,Home Decor,370.04,3.0,-78.15,Central
2021-02-15,Home Decor,648.8,9.0,-45.47,North
2021-02-16,Electronics,491.72,,,West
2021-02-17,Groceries,55.28,6.0,-91.37,Central
2021-02-18,Furniture,386.7,10.0,234.38,West
2021-02-19,,872.15,11.0,31.41,West
2021-02-20,Electronics,884.75,14.0,,West
2021-02-21,Electronics,544.53,5.0,90.92,South
2021-02-22,Groceries,324.28,3.0,-93.52,South
2021-02-23,Clothing,,14.0,-77.93,West
2021-02-24,Furniture,514.6,2.0,262.27,South
2021-02-25,Home Decor,132.35,5.0,319.07,South
2021-02-26,Groceries,119.79,7.0,-23.21,West
2021-02-27,Groceries,159.75,3.0,138.01,South
2021-02-28,Groceries,11.79,7.0,237.08,Central
2021-03-01,Furniture,625.24,5.0,380.07,West
2021-03-02,Home Decor,454.6,9.0,-5.61,North
2021-03-03,Clothing,616.18,13.0,127.11,
2021-03-04,Groceries,,6.0,343.08,South
2021-03-05,Furniture,269.59,,325.6,Central
2021-03-06,Electronics,822.16,2.0,73.15,South
2021-03-07,Furniture,270.41,11.0,168.51,Central
2021-03-08,,684.37,14.0,332.97,West
2021-03-09,Electronics,571.63,3.0,224.92,West
2021-03-10,Furniture,375.78,12.0,44.96,Central
2021-03-11,Home Decor,395.63,12.0,259.81,South
2021-03-12,Home Decor,401.73,6.0,318.86,East
2021-03-13,Home Decor,481.56,5.0,389.37,Central
2021-03-14,Electronics,229.61,12.0,230.52,West
2021-03-15,Furniture,,11.0,,East
2021-03-16,Furniture,759.26,13.0,217.75,North
2021-03-17,Home Decor,132.56,9.0,28.53,East
2021-03-18,Clothing,682.95,4.0,96.54,East
2021-03-19,Groceries,110.6,5.0,343.48,West
2021-03-20,Groceries,557.63,13.0,190.18,East
2021-03-21,Groceries,902.79,14.0,,North
2021-03-22,Groceries,170.92,5.0,135.76,East
2021-03-23,Clothing,325.78,1.0,79.26,North
2021-03-24,Home Decor,591.09,2.0,228.69,South
2021-03-25,Home Decor,609.36,7.0,-97.44,South
2021-03-26,Home Decor,213.68,6.0,363.71,South
2021-03-27,Home Decor,460.82,4.0,22.95,West
2021-03-28,,981.43,1.0,227.24,North
2021-03-29,Home Decor,181.75,11.0,199.84,East
2021-03-30,Clothing,848.66,5.0,81.6,Central
2021-03-31,Groceries,193.97,4.0,22.89,South
2021-04-01,Clothing,636.04,4.0,197.37,East
2021-04-02,Electronics,479.38,9.0,40.91,Central
2021-04-03,Groceries,262.14,13.0,321.07,West
2021-04-04,Furniture,283.51,10.0,209.04,North
2021-04-05,Furniture,843.12,1.0,346.57,West
2021-04-06,Clothing,211.57,1.0,100.24,West
2021-04-07,Groceries,27.43,10.0,361.84,North
2021-04-08,Furniture,340.32,,55.96,North
2021-04-09,Electronics,866.73,1.0,238.8,North
2021-04-10,Home Decor,438.45,9.0,396.71,West
2021-04-11,Electronics,736.56,9.0,33.51,
2021-04-12,Clothing,718.38,11.0,8.88,North
2021-04-13,Home Decor,,14.0,163.13,South
2021-04-14,Clothing,,,180.63,West
2021-04-15,Electronics,66.81,,368.64,South
2021-04-16,,84.26,7.0,307.49,South
2021-04-17,Home Decor,381.17,11.0,265.9,Central
2021-04-18,Home Decor,916.62,2.0,245.88,East
2021-04-19,Furniture,747.66,7.0,318.81,South
2021-04-20,Home Decor,764.79,12.0,15.64,East
2021-04-21,Home Decor,855.84,,113.47,East
2021-04-22,Electronics,973.33,,-63.45,Central
2021-04-23,Groceries,909.39,13.0,78.8,East
2021-04-24,Clothing,686.26,2.0,275.78,Central
2021-04-25,Groceries,656.49,3.0,303.73,North
2021-04-26,Furniture,933.47,10.0,45.44,North
2021-04-27,Electronics,363.02,11.0,238.31,East
2021-04-28,Clothing,439.91,6.0,53.5,West
2021-04-29,Furniture,634.82,7.0,119.03,East
2021-04-30,Furniture,84.06,11.0,28.26,
2021-05-01,Furniture,320.8,11.0,207.59,North
2021-05-02,Furniture,308.57,3.0,74.73,West
2021-05-03,Furniture,775.38,3.0,87.89,Central
2021-05-04,Electronics,679.41,1.0,395.15,North
2021-05-05,Clothing,94.06,5.0,179.8,West
2021-05-06,Home Decor,316.89,2.0,110.93,West
2021-05-07,Electronics,903.56,13.0,364.38,North
2021-05-08,Furniture,768.81,5.0,-73.69,North
2021-05-09,,108.88,1.0,168.72,East
2021-05-10,Electronics,,7.0,296.23,West
2021-05-11,Clothing,937.13,13.0,252.81,North
2021-05-12,Home Decor,,3.0,351.28,East
2021-05-13,Groceries,539.55,7.0,76.3,East
2021-05-14,Clothing,461.78,,-21.31,North
2021-05-15,Electronics,562.73,,132.39,Central
2021-05-16,Clothing,57.9,11.0,203.89,Central
2021-05-17,Groceries,558.33,14.0,263.04,West
2021-05-18,Clothing,631.3,2.0,-52.55,North
2021-05-19,Electronics,812.11,4.0,86.89,South
2021-05-20,Home Decor,197.14,12.0,-48.62,South
2021-05-21,Electronics,500.12,11.0,-14.6,West
2021-05-22,Groceries,710.94,1.0,342.1,South
2021-05-23,Groceries,188.87,5.0,169.5,Central
2021-05-24,Furniture,69.12,12.0,149.73,West
2021-05-25,Home Decor,219.54,5.0,-92.79,North
2021-05-26,Furniture,576.34,1.0,373.81,
2021-05-27,Electronics,138.53,4.0,380.87,West
2021-05-28,Home Decor,258.09,2.0,354.17,North
2021-05-29,Clothing,869.42,6.0,-73.23,South
2021-05-30,Furniture,486.76,12.0,238.74,West
2021-05-31,Clothing,929.13,1.0,34.16,Central
2021-06-01,Home Decor,402.96,4.0,-45.82,South
2021-06-02,,272.4,3.0,367.2,East
2021-06-03,Groceries,,6.0,155.62,North
2021-06-04,Electronics,817.66,13.0,57.92,East
2021-06-05,Groceries,278.99,10.0,28.08,South
2021-06-06,Clothing,584.24,9.0,220.0,Central
2021-06-07,,462.91,3.0,63.55,East
2021-06-08,Home Decor,213.84,12.0,284.33,
2021-06-09,Electronics,,13.0,165.44,
2021-06-10,Home Decor,567.59,,386.07,East
2021-06-11,Electronics,,1.0,42.7,West
2021-06-12,Home Decor,130.32,6.0,,South
2021-06-13,Home Decor,28.44,4.0,-83.69,North
2021-06-14,Groceries,572.76,1.0,312.81,East
2021-06-15,Groceries,613.58,3.0,31.34,North
2021-06-16,Furniture,47.03,8.0,-19.6,South
2021-06-17,Furniture,83.4,8.0,185.14,West
2021-06-18,Home Decor,807.74,4.0,237.44,
2021-06-19,Electronics,689.95,12.0,-89.17,West
2021-06-20,Furniture,152.16,12.0,151.43,South
2021-06-21,Groceries,445.44,11.0,360.69,North
2021-06-22,Furniture,804.61,,52.05,South
2021-06-23,Electronics,330.28,10.0,62.75,Central
2021-06-24,Electronics,187.11,13.0,,North
2021-06-25,Home Decor,797.08,13.0,291.63,South
2021-06-26,Furniture,136.82,7.0,-25.2,West
2021-06-27,Electronics,410.66,8.0,17.22,North
2021-06-28,Furniture,505.56,13.0,,East
2021-06-29,Electronics,471.37,2.0,129.44,Central
2021-06-30,Groceries,402.23,11.0,35.61,North
2021-07-01,Electronics,345.15,13.0,-67.28,West
2021-07-02,Home Decor,892.28,9.0,243.69,East
2021-07-03,Clothing,571.33,12.0,271.53,Central
2021-07-04,Groceries,469.54,9.0,6.9,South
2021-07-05,Home Decor,869.64,3.0,256.27,East
2021-07-06,Groceries,227.3,12.0,228.83,South
2021-07-07,Electronics,592.26,4.0,-10.31,Central
2021-07-08,Groceries,737.21,13.0,58.26,North
2021-07-09,Furniture,682.74,6.0,64.21,North
2021-07-10,Clothing,873.34,4.0,-41.09,East
2021-07-11,Electronics,504.79,9.0,337.75,South
2021-07-12,Electronics,177.64,14.0,117.37,Central
2021-07-13,Groceries,389.91,10.0,251.63,West
2021-07-14,Groceries,406.85,13.0,271.14,Central
2021-07-15,Furniture,304.79,10.0,306.16,North
2021-07-16,Furniture,644.39,8.0,197.74,North
2021-07-17,Clothing,21.5,12.0,25.5,East
2021-07-18,Furniture,369.6,2.0,241.28,
2021-07-19,Furniture,257.35,2.0,172.63,East
2021-07-20,Groceries,612.36,2.0,321.61,West
2021-07-21,Home Decor,724.68,11.0,161.88,East
2021-07-22,Clothing,,9.0,327.79,East
2021-07-23,Furniture,290.8,14.0,30.25,South
2021-07-24,Clothing,181.6,14.0,263.66,Central
2021-07-25,Electronics,628.25,5.0,278.92,North
2021-07-26,Home Decor,610.31,1.0,-10.79,East
2021-07-27,Home Decor,798.3,14.0,327.39,East
2021-07-28,Electronics,544.82,2.0,171.2,
2021-07-29,,429.46,4.0,317.92,West
2021-07-30,Groceries,257.0,7.0,49.79,East
2021-07-31,Groceries,647.59,8.0,365.5,Central
2021-08-01,Furniture,244.84,8.0,256.72,East
2021-08-02,Electronics,924.5,2.0,165.79,South
2021-08-03,Groceries,130.93,3.0,298.05,Central
2021-08-04,Electronics,798.16,2.0,122.91,South
2021-08-05,Electronics,844.51,13.0,,
2021-08-06,Clothing,120.52,10.0,,West
2021-08-07,,266.13,4.0,181.1,South
2021-08-08,Electronics,448.5,3.0,142.12,East
2021-08-09,Clothing,759.68,10.0,177.19,South
2021-08-10,Electronics,972.01,12.0,98.09,Central
2021-08-11,Electronics,284.23,6.0,-10.85,East
2021-08-12,Clothing,572.18,10.0,1.05,East
2021-08-13,Electronics,,6.0,15.43,Central
2021-08-14,Electronics,415.04,,337.21,East
2021-08-15,Electronics,648.07,6.0,-92.95,South
2021-08-16,Clothing,816.33,11.0,342.51,North
2021-08-17,Clothing,27.5,1.0,271.85,North
2021-08-18,Home Decor,554.02,2.0,70.69,West
2021-08-19,Furniture,377.96,13.0,319.42,East
2021-08-20,Electronics,146.47,1.0,188.53,East
2021-08-21,Furniture,729.9,3.0,37.93,
2021-08-22,Furniture,190.46,2.0,272.3,Central
2021-08-23,Home Decor,,10.0,115.74,East
2021-08-24,Electronics,105.43,8.0,374.78,North
2021-08-25,,381.55,4.0,207.45,East
2021-08-26,Clothing,842.6,4.0,238.31,
2021-08-27,Electronics,382.26,8.0,257.9,North
2021-08-28,Furniture,273.96,9.0,194.88,South
2021-08-29,Home Decor,927.35,13.0,-23.35,North
2021-08-30,Electronics,983.38,10.0,342.04,West
2021-08-31,Electronics,270.48,2.0,161.26,North
2021-09-01,Clothing,579.78,12.0,174.56,Central
2021-09-02,Home Decor,832.09,1.0,-96.85,West
2021-09-03,Clothing,701.17,9.0,,Central
2021-09-04,Home Decor,909.02,12.0,191.6,North
2021-09-05,Home Decor,595.91,8.0,341.39,Central
2021-09-06,Home Decor,196.0,1.0,192.13,East
2021-09-07,Furniture,758.58,3.0,398.56,North
2021-09-08,Groceries,741.62,8.0,4.11,
2021-09-09,Clothing,390.77,3.0,272.78,West
2021-09-10,Groceries,778.98,12.0,77.78,East
