order_id,order_date,customer_id,product_category,region,quantity,unit_price,discount,payment_method,delivery_days,customer_rating,revenue
12478,08/29/2022,1581,Electronics,North,7,25.23,0.2,COD,10,4.8,141.29
12479,06/01/2022,1475,Beauty,East,5,73.82,0.06,COD,1,4.3,346.95
12480,11/04/2022,1633,Health,West,10,292.03,0.17,COD,3,2.7,2423.85
12481,08/04/2022,1456,Toys,East,5,347.19,0.32,Card,4,4.1,1180.45
12482,05/14/2022,1781,Health,East,5,448.81,0.06,COD,4,3.3,2109.41
12483,02/22/2022,1314,Toys,West,7,378.55,0.32,Wallet,3,1.4,1801.9
12484,01/20/2022,1873,Clothing,West,6,34.3,0.08,COD,7,2.5,189.34
12485,03/11/2022,1007,Electronics,West,5,550.3,0.2,COD,6,1.1,2201.2
12486,01/11/2023,1796,Health,North,3,91.25,0.27,COD,2,1.0,199.84
12487,04/27/2023,1538,Electronics,East,5,402.53,0.27,Wallet,9,2.9,1469.23
12488,11/01/2022,1375,Beauty,North,5,549.98,0.29,COD,5,1.0,1952.43
12489,06/25/2022,1684,Electronics,West,4,489.97,0.09,Card,12,2.7,1783.49
12490,10/19/2022,1147,Health,South,8,112.91,0.14,Card,8,3.8,776.82
12491,01/10/2023,1402,Clothing,Central,7,158.62,0.32,COD,3,1.8,755.03
12492,11/22/2022,1744,Toys,Central,8,367.34,0.21,Wallet,2,2.0,2321.59
12493,12/11/2022,1329,Clothing,West,8,323.95,0.13,Card,8,1.3,2254.69
12494,10/14/2022,1505,Beauty,South,5,453.53,0.26,Card,10,3.6,1678.06
12495,03/15/2022,1535,Health,West,10,554.25,0.26,COD,2,2.5,4101.45
12496,04/05/2023,1997,Clothing,South,8,186.97,0.31,Card,11,1.3,1032.07
12497,06/14/2022,1583,Toys,East,10,169.79,0.07,COD,12,3.9,1579.05
12498,03/03/2022,1001,Health,North,2,283.14,0.31,COD,9,3.0,390.73
12499,07/12/2022,1710,Toys,East,4,525.36,0.17,Card,1,1.3,1744.2
12500,03/06/2023,1963,Home,West,1,224.94,0.14,Wallet,2,3.9,193.45
12501,11/27/2022,1112,Home,East,9,157.28,0.35,COD,10,4.5,920.09
12502,09/08/2022,1709,Home,South,9,336.31,0.26,Wallet,1,2.6,2239.82
12503,01/13/2022,1179,Beauty,North,9,353.64,0.07,Wallet,12,2.3,2959.97
12504,01/10/2022,1319,Health,West,2,22.35,0.11,Card,12,4.8,39.78
12505,04/04/2023,1543,Home,East,10,171.46,0.1,Card,7,2.0,1543.14
12506,11/27/2022,1930,Health,South,6,196.67,0.33,COD,4,3.0,790.61
12507,02/06/2022,1925,Beauty,Central,2,495.44,0.03,Wallet,6,3.1,961.15
12508,07/20/2022,1036,Beauty,South,9,160.86,0.27,Wallet,10,1.0,1056.85
12509,05/07/2022,1625,Electronics,South,3,101.81,0.3,Card,12,4.1,213.8
12510,02/19/2023,1039,Beauty,North,8,490.22,0.29,Wallet,2,3.0,2784.45
12511,04/19/2023,1781,Beauty,West,5,53.97,0.15,COD,9,2.1,229.37
12512,07/05/2022,1155,Home,East,10,464.63,0.13,COD,5,1.3,4042.28
12513,06/10/2022,1999,Health,West,10,316.53,0.22,Wallet,3,4.7,2468.93
12514,03/29/2023,1707,Health,North,10,528.54,0.1,COD,8,2.5,4756.86
12515,08/15/2022,1141,Electronics,West,3,533.57,0.16,Wallet,6,1.3,1344.6
12516,08/11/2022,1104,Beauty,East,10,177.25,0.18,Card,1,1.6,1453.45
12517,02/24/2022,1171,Home,East,4,216.16,0.1,COD,2,2.8,778.18
12518,05/16/2023,1900,Beauty,Central,4,476.56,0.11,Card,12,4.5,1696.55
12519,09/09/2022,1286,Home,South,6,587.71,0.17,Wallet,1,4.4,2926.8
12520,03/03/2022,1832,Clothing,North,7,291.02,0.15,Card,9,4.5,1731.57
12521,12/03/2022,1610,Electronics,West,6,424.84,0.3,Card,1,1.2,1784.33
12522,08/01/2022,1335,Health,Central,3,95.77,0.21,Card,7,1.3,226.97
12523,06/12/2022,1310,Health,North,3,149.16,0.08,Card,6,3.3,411.68
12524,12/19/2022,1707,Home,West,9,454.91,0.23,Card,6,3.0,3152.53
12525,03/29/2022,1528,Beauty,South,7,171.35,0.06,COD,3,4.7,1127.48
12526,01/15/2023,1002,Toys,South,2,536.1,0.2,Card,3,3.2,857.76
12527,10/31/2022,1052,Toys,Central,9,16.84,0.25,Card,3,2.1,113.67
12528,10/23/2022,1497,Toys,North,5,406.81,0.21,COD,9,1.9,1606.9
12529,01/10/2022,1177,Home,South,9,185.47,0.35,Card,10,3.1,1085.0
12530,02/19/2023,1329,Toys,North,5,128.69,0.21,Card,6,1.3,508.33
12531,02/24/2022,1448,Home,East,9,376.48,0.21,Wallet,10,2.7,2676.77
12532,04/16/2023,1323,Home,East,10,140.56,0.13,Card,10,3.9,1222.87
12533,07/22/2022,1387,Clothing,Central,6,105.85,0.03,Wallet,10,1.3,616.05
12534,06/07/2022,1310,Clothing,Central,2,270.76,0.12,Card,12,2.3,476.54
12535,10/08/2022,1665,Beauty,Central,1,225.64,0.13,Card,10,1.8,196.31
12536,04/16/2022,1158,Home,West,4,582.83,0.23,Wallet,10,3.7,1795.12
12537,01/17/2022,1320,Home,East,4,278.87,0.29,COD,5,1.2,791.99
12538,12/05/2022,1597,Clothing,North,6,41.24,0.24,Card,3,1.1,188.05
12539,03/11/2023,1787,Clothing,East,2,55.91,0.2,Wallet,11,3.6,89.46
12540,01/20/2022,1097,Clothing,Central,8,490.32,0.15,Card,3,2.4,3334.18
12541,01/29/2022,1119,Health,South,7,416.42,0.34,Wallet,8,1.8,1923.86
12542,12/28/2022,1687,Electronics,South,5,479.59,0.26,COD,12,2.2,1774.48
12543,03/27/2022,1416,Toys,North,6,413.88,0.17,Wallet,7,3.9,2061.12
12544,03/22/2023,1386,Health,North,5,163.09,0.23,COD,2,3.9,627.9
12545,02/20/2023,1264,Toys,South,4,254.65,0.29,COD,4,3.8,723.21
12546,04/12/2023,1947,Electronics,South,3,531.56,0.34,COD,8,2.1,1052.49
12547,02/09/2023,1672,Clothing,Central,2,503.17,0.29,Wallet,12,4.5,714.5
12548,12/14/2022,1336,Toys,North,3,472.71,0.04,Card,12,3.2,1361.4
12549,05/30/2022,1436,Health,South,10,301.97,0.3,COD,8,3.7,2113.79
12550,11/19/2022,1557,Toys,South,5,396.58,0.28,Card,2,2.5,1427.69
12551,05/11/2023,1526,Home,North,5,397.47,0.07,Card,3,3.5,1848.24
12552,02/01/2023,1873,Health,North,4,215.35,0.13,COD,1,3.8,749.42
12553,03/14/2022,1890,Clothing,West,7,137.62,0.14,COD,8,4.5,828.47
12554,01/09/2022,1410,Health,East,7,28.1,0.24,COD,11,2.9,149.49
12555,03/06/2022,1389,Toys,Central,7,14.5,0.34,Wallet,3,4.0,66.99
12556,04/14/2022,1640,Health,South,4,572.38,0.29,Card,2,3.5,1625.56
12557,03/10/2023,1663,Health,West,8,358.23,0.34,Card,9,3.2,1891.45
12558,02/13/2023,1188,Beauty,South,1,118.45,0.03,Wallet,12,5.0,114.9
12559,03/05/2023,1274,Clothing,Central,7,374.87,0.27,Wallet,11,2.3,1915.59
12560,03/11/2022,1482,Home,West,1,80.55,0.21,COD,6,2.2,63.63
12561,01/15/2023,1614,Toys,East,10,84.21,0.2,Wallet,5,4.2,673.68
12562,03/08/2022,1600,Clothing,Central,7,19.39,0.22,Card,3,3.6,105.87
12563,08/16/2022,1424,Home,North,9,460.92,0.06,Wallet,11,1.9,3899.38
12564,12/27/2022,1953,Clothing,South,3,110.39,0.13,COD,5,1.3,288.12
12565,07/05/2022,1375,Electronics,South,5,70.09,0.21,COD,2,2.1,276.86
12566,12/26/2022,1062,Clothing,South,3,129.28,0.16,Wallet,11,1.5,325.79
12567,11/25/2022,1749,Home,West,5,427.21,0.23,Wallet,1,2.7,1644.76
12568,03/02/2023,1437,Home,East,1,483.91,0.25,Card,2,3.4,362.93
12569,04/12/2023,1326,Home,Central,4,42.71,0.25,COD,1,1.6,128.13
12570,01/23/2022,1206,Beauty,Central,5,377.31,0.22,COD,1,1.5,1471.51
12571,06/19/2022,1067,Beauty,Central,1,40.05,0.34,Wallet,10,2.1,26.43
12572,01/16/2023,1394,Clothing,North,1,561.86,0.3,COD,4,1.9,393.3
12573,09/04/2022,1431,Beauty,Central,7,595.45,0.2,COD,8,3.1,3334.52
12574,03/09/2023,1206,Home,Central,10,67.36,0.12,Card,4,4.4,592.77
12575,10/25/2022,1072,Electronics,North,5,334.28,0.13,Wallet,5,4.1,1454.12
12576,05/06/2022,1850,Toys,South,8,463.85,0.13,Wallet,7,4.5,3228.4
12577,07/11/2022,1323,Electronics,North,6,230.34,0.27,COD,1,4.7,1008.89
12578,03/03/2023,1204,Clothing,Central,5,78.97,0.34,COD,11,1.1,260.6
12579,07/11/2022,1878,Electronics,Central,6,209.75,0.26,COD,9,1.2,931.29
12580,05/25/2022,1461,Toys,East,9,191.79,0.12,Card,11,3.9,1518.98
12581,07/31/2022,1644,Home,East,3,547.97,0.08,Wallet,11,4.2,1512.4
12582,01/30/2023,1776,Health,West,6,149.69,0.11,Card,5,4.8,799.34
12583,08/18/2022,1372,Toys,South,10,24.89,0.09,Wallet,6,1.5,226.5
12584,04/19/2023,1952,Home,North,10,38.12,0.2,Wallet,8,1.7,304.96
12585,04/03/2022,1001,Toys,East,8,202.15,0.09,Wallet,11,2.5,1471.65
12586,08/26/2022,1274,Home,South,1,417.17,0.18,Wallet,3,4.0,342.08
12587,01/06/2023,1489,Clothing,East,5,306.84,0.07,COD,7,2.8,1426.81
12588,09/27/2022,1532,Home,North,3,232.42,0.03,COD,7,4.1,676.34
12589,12/08/2022,1811,Health,West,2,155.71,0.28,Wallet,5,1.8,224.22
12590,07/17/2022,1495,Home,North,4,288.59,0.31,Card,10,4.4,796.51
12591,08/24/2022,1431,Health,South,10,119.02,0.13,COD,4,1.8,1035.47
12592,08/13/2022,1478,Toys,South,2,146.76,0.23,Card,2,3.6,226.01
12593,02/08/2023,1978,Electronics,North,3,415.65,0.34,Wallet,1,4.9,822.99
12594,01/26/2023,1405,Health,South,3,526.8,0.1,COD,10,3.1,1422.36
12595,03/26/2022,1864,Toys,South,3,409.51,0.24,COD,5,3.1,933.68
12596,12/16/2022,1301,Home,South,9,436.94,0.25,COD,11,4.9,2949.35
12597,05/10/2022,1882,Beauty,East,6,465.45,0.02,Card,5,2.0,2736.85
12598,04/10/2022,1494,Home,West,4,307.83,0.08,COD,5,2.1,1132.81
12599,05/31/2022,1320,Electronics,South,1,62.92,0.14,Wallet,7,1.8,54.11
12600,12/18/2022,1646,Toys,West,1,64.93,0.18,Card,3,1.5,53.24
12601,01/04/2023,1152,Electronics,Central,5,90.51,0.07,Card,1,1.9,420.87
12602,12/01/2022,1904,Electronics,North,3,134.47,0.15,COD,4,2.7,342.9
12603,12/30/2022,1899,Beauty,South,7,263.79,0.12,Wallet,2,1.3,1624.95
12604,12/04/2022,1397,Toys,East,9,468.56,0.29,Wallet,12,1.9,2994.1
12605,03/14/2023,1574,Home,Central,4,417.93,0.06,Card,1,3.6,1571.42
12606,11/12/2022,1888,Home,Central,2,485.39,0.18,Card,9,4.8,796.04
12607,02/26/2023,1900,Electronics,East,6,265.15,0.29,COD,8,3.8,1129.54
12608,03/21/2023,1043,Electronics,South,1,383.8,0.25,COD,7,2.6,287.85
12609,09/05/2022,1350,Clothing,Central,10,389.49,0.33,COD,4,4.0,2609.58
12610,03/17/2023,1762,Home,West,7,164.65,0.01,Card,10,4.2,1141.02
12611,03/26/2022,1089,Toys,North,6,432.56,0.07,COD,2,3.6,2413.68
12612,03/12/2022,1637,Health,West,9,201.5,0.22,COD,3,1.2,1414.53
12613,02/19/2022,1547,Toys,Central,7,159.27,0.34,Wallet,1,5.0,735.83
12614,11/11/2022,1129,Health,Central,2,415.5,0.34,Card,6,3.9,548.46
12615,03/26/2022,1852,Beauty,Central,10,191.3,0.04,Card,9,3.2,1836.48
12616,12/29/2022,1627,Toys,East,7,561.64,0.15,COD,1,5.0,3341.76
12617,11/10/2022,1215,Clothing,North,9,332.49,0.06,COD,1,4.9,2812.87
12618,02/08/2023,1675,Clothing,Central,10,320.18,0.17,COD,12,3.8,2657.49
12619,01/25/2022,1970,Home,South,1,129.14,0.14,Wallet,11,3.9,111.06
12620,04/03/2023,1602,Home,East,10,486.97,0.33,Wallet,5,4.3,3262.7
12621,11/20/2022,1847,Toys,East,8,79.19,0.3,COD,5,3.4,443.46
12622,01/12/2022,1177,Clothing,South,10,135.16,0.06,Wallet,4,4.2,1270.5
12623,09/28/2022,1718,Toys,Central,3,123.51,0.01,Card,7,5.0,366.82
12624,06/11/2022,1007,Clothing,North,4,301.76,0.12,Wallet,5,3.7,1062.2
12625,03/19/2022,1149,Beauty,West,5,265.78,0.32,Card,2,1.2,903.65
12626,02/04/2022,1238,Clothing,Central,2,136.65,0.19,COD,9,1.2,221.37
12627,12/07/2022,1083,Home,North,1,215.73,0.29,COD,9,3.0,153.17
12628,03/10/2023,1608,Clothing,East,2,173.47,0.06,Wallet,4,4.5,326.12
12629,08/08/2022,1454,Clothing,Central,4,460.7,0.2,Card,1,3.6,1474.24
12630,11/01/2022,1379,Home,North,6,367.5,0.23,Wallet,8,3.2,1697.85
12631,03/19/2022,1188,Home,South,7,443.01,0.22,Card,11,2.4,2418.83
12632,08/25/2022,1175,Toys,South,4,99.72,0.29,Card,8,2.6,283.2
12633,03/02/2023,1557,Clothing,North,6,516.24,0.31,Wallet,7,4.8,2137.23
12634,01/14/2023,1426,Clothing,Central,3,497.98,0.12,Wallet,12,4.9,1314.67
12635,04/23/2023,1433,Electronics,West,5,527.85,0.11,COD,1,1.9,2348.93
12636,12/10/2022,1916,Beauty,West,10,275.89,0.32,COD,9,2.5,1876.05
12637,06/14/2022,1899,Clothing,West,8,507.41,0.05,Card,1,4.1,3856.32
12638,05/23/2022,1231,Electronics,Central,8,488.39,0.32,Card,6,4.7,2656.84
12639,05/29/2022,1464,Electronics,North,5,568.47,0.12,Wallet,5,1.9,2501.27
12640,01/17/2023,1768,Electronics,North,7,328.89,0.09,Card,5,1.3,2095.03
12641,05/09/2022,1545,Home,South,5,273.41,0.25,COD,1,1.1,1025.29
12642,06/19/2022,1722,Clothing,North,8,380.48,0.1,COD,4,2.2,2739.46
12643,02/09/2023,1653,Clothing,North,9,489.25,0.13,Wallet,12,1.6,3830.83
12644,07/26/2022,1354,Toys,West,5,426.3,0.09,Card,5,1.2,1939.66
12645,12/12/2022,1850,Clothing,East,2,10.21,0.23,COD,2,3.3,15.72
12646,07/19/2022,1493,Electronics,North,6,80.94,0.15,COD,10,2.0,412.79
12647,03/01/2023,1880,Toys,East,6,238.91,0.2,Card,7,2.5,1146.77
12648,02/07/2022,1688,Beauty,East,5,192.37,0.11,Wallet,1,2.0,856.05
12649,05/30/2022,1221,Health,South,5,575.22,0.18,Wallet,1,3.3,2358.4
12650,06/29/2022,1118,Beauty,Central,10,599.47,0.13,COD,6,2.5,5215.39
12651,02/16/2023,1692,Electronics,West,8,519.19,0.18,Wallet,3,2.6,3405.89
12652,07/26/2022,1621,Health,East,4,106.37,0.28,COD,1,4.7,306.35
12653,08/17/2022,1799,Beauty,West,6,407.42,0.23,COD,7,1.5,1882.28
12654,03/10/2022,1269,Electronics,West,3,167.11,0.18,Card,1,3.7,411.09
12655,06/25/2022,1961,Toys,Central,9,433.02,0.2,Card,9,2.1,3117.74
12656,09/22/2022,1122,Home,Central,1,272.81,0.21,Wallet,12,1.6,215.52
12657,01/01/2023,1469,Electronics,East,1,542.98,0.32,COD,5,4.8,369.23
12658,02/04/2022,1004,Health,West,3,243.2,0.26,Wallet,3,1.6,539.9
12659,12/05/2022,1654,Beauty,North,5,95.24,0.18,Wallet,7,1.8,390.48
12660,05/07/2023,1110,Beauty,Central,7,110.24,0.23,COD,4,2.9,594.19
12661,05/22/2022,1714,Home,West,4,114.66,0.16,COD,11,3.5,385.26
12662,10/28/2022,1086,Beauty,West,4,281.49,0.23,Wallet,10,1.4,866.99
12663,08/25/2022,1875,Home,North,5,270.38,0.25,COD,7,3.8,1013.93
12664,02/20/2023,1208,Electronics,South,6,248.35,0.09,Card,8,2.7,1355.99
12665,02/04/2022,1826,Clothing,East,6,392.22,0.34,Card,4,1.7,1553.19
12666,11/18/2022,1488,Electronics,West,6,511.43,0.34,Card,7,1.9,2025.26
12667,11/07/2022,1294,Toys,East,5,134.53,0.08,COD,3,3.9,618.84
12668,05/06/2023,1265,Health,North,8,34.66,0.14,COD,3,2.9,238.46
12669,11/19/2022,1915,Electronics,West,4,514.09,0.03,COD,7,2.5,1994.67
12670,11/24/2022,1084,Beauty,Central,6,583.31,0.16,COD,1,2.8,2939.88
12671,10/05/2022,1062,Beauty,West,7,333.66,0.25,Wallet,3,2.3,1751.72
12672,12/17/2022,1124,Toys,East,5,62.71,0.25,Wallet,8,3.8,235.16
12673,03/06/2023,1087,Home,Central,1,265.04,0.22,Wallet,7,1.4,206.73
12674,01/30/2022,1543,Electronics,South,10,75.52,0.34,Wallet,8,2.4,498.43
12675,12/20/2022,1048,Electronics,East,9,327.13,0.28,Wallet,10,3.2,2119.8
12676,06/19/2022,1885,Home,North,2,546.24,0.04,COD,11,1.6,1048.78
12677,07/04/2022,1257,Electronics,East,5,258.42,0.21,Wallet,7,2.5,1020.76
12678,09/17/2022,1898,Toys,East,3,194.34,0.21,Card,8,4.6,460.59
12679,09/03/2022,1086,Electronics,South,10,415.51,0.21,COD,4,1.4,3282.53
12680,09/17/2022,1832,Home,Central,4,107.28,0.07,Wallet,7,3.1,399.08
12681,08/24/2022,1188,Toys,Central,3,578.2,0.34,COD,5,3.2,1144.84
12682,09/09/2022,1937,Health,East,3,385.18,0.34,Wallet,5,2.9,762.66
12683,02/26/2022,1776,Beauty,East,9,502.87,0.22,COD,8,2.9,3530.15
12684,08/31/2022,1828,Toys,Central,3,269.85,0.08,Card,12,1.1,744.79
12685,09/12/2022,1046,Electronics,North,6,297.98,0.3,Card,8,2.5,1251.52
12686,03/06/2022,1102,Health,Central,3,107.11,0.03,Card,4,1.6,311.69
12687,05/12/2022,1528,Beauty,West,1,252.78,0.24,Wallet,11,3.8,192.11
12688,03/22/2022,1118,Home,East,10,347.01,0.08,Card,9,3.0,3192.49
12689,05/29/2022,1530,Beauty,South,9,457.59,0.27,Card,6,1.3,3006.37
12690,07/19/2022,1523,Electronics,South,5,547.76,0.33,Wallet,7,1.4,1835.0
12691,11/05/2022,1436,Beauty,North,1,361.73,0.17,Wallet,11,3.0,300.24
12692,02/25/2022,1146,Toys,North,9,345.04,0.11,COD,10,2.5,2763.77
12693,05/14/2022,1860,Home,West,7,92.31,0.17,Card,6,3.9,536.32
12694,02/02/2022,1597,Home,West,8,87.52,0.33,Wallet,6,2.5,469.11
12695,03/23/2023,1534,Beauty,South,3,149.25,0.15,Wallet,10,3.7,380.59
12696,12/17/2022,1103,Health,West,3,143.64,0.26,Card,6,3.5,318.88
12697,04/17/2023,1988,Home,North,6,300.65,0.24,Wallet,12,3.7,1370.96
12698,02/20/2023,1356,Toys,East,3,173.83,0.29,Card,3,2.6,370.26
12699,07/21/2022,1082,Electronics,South,7,194.23,0.34,COD,7,2.6,897.34
12700,12/19/2022,1840,Toys,Central,6,478.01,0.24,Wallet,3,1.1,2179.73
12701,01/02/2023,1875,Home,South,7,88.44,0.16,Wallet,4,4.1,520.03
12702,04/30/2023,1243,Electronics,Central,1,298.23,0.09,Card,11,4.1,271.39
12703,02/19/2023,1574,Beauty,Central,1,241.07,0.15,COD,12,3.2,204.91
12704,08/28/2022,1723,Electronics,South,8,133.68,0.29,Card,1,2.7,759.3
12705,03/01/2023,1853,Home,West,9,131.38,0.14,COD,2,3.6,1016.88
12706,07/28/2022,1308,Beauty,East,6,569.36,0.13,Wallet,6,3.1,2972.06
12707,08/03/2022,1291,Clothing,North,6,298.22,0.09,Wallet,9,2.6,1628.28
12708,03/04/2022,1972,Beauty,West,5,501.92,0.23,Card,4,4.5,1932.39
12709,07/16/2022,1103,Clothing,West,4,317.89,0.18,COD,2,2.4,1042.68
12710,09/28/2022,1235,Electronics,North,6,17.48,0.04,Card,11,1.3,100.68
12711,10/28/2022,1966,Toys,Central,1,313.08,0.03,COD,6,1.2,303.69
12712,07/07/2022,1009,Health,North,7,576.5,0.34,COD,12,4.0,2663.43
12713,11/17/2022,1386,Beauty,East,1,259.58,0.25,Card,5,2.0,194.69
12714,10/15/2022,1343,Beauty,South,10,568.29,0.06,Wallet,9,4.7,5341.93
12715,03/22/2022,1641,Electronics,South,7,382.27,0.13,COD,3,1.3,2328.02
12716,01/24/2023,1479,Toys,Central,5,591.67,0.08,Wallet,4,1.1,2721.68
12717,01/27/2022,1723,Toys,South,10,32.38,0.04,COD,12,3.1,310.85
12718,10/22/2022,1089,Beauty,South,4,60.22,0.21,COD,11,4.3,190.3
12719,04/20/2023,1659,Electronics,South,2,223.91,0.09,Card,4,4.8,407.52
12720,06/21/2022,1583,Health,Central,8,275.54,0.04,Wallet,7,4.0,2116.15
12721,09/09/2022,1908,Toys,North,1,73.74,0.34,COD,11,3.6,48.67
12722,12/03/2022,1186,Electronics,West,9,139.29,0.08,COD,6,2.0,1153.32
12723,03/15/2022,1171,Health,West,2,445.16,0.03,COD,12,2.4,863.61
12724,03/06/2023,1832,Clothing,West,3,94.67,0.08,Card,1,3.8,261.29
12725,08/01/2022,1386,Electronics,East,4,34.15,0.06,Wallet,12,2.5,128.4
12726,02/15/2022,1669,Home,North,3,257.0,0.24,Card,10,2.3,585.96
12727,08/26/2022,1125,Toys,West,3,377.74,0.26,Card,12,4.4,838.58
12728,01/16/2022,1672,Clothing,South,5,380.63,0.06,Card,2,4.5,1788.96
12729,09/20/2022,1790,Home,Central,5,304.17,0.11,Wallet,6,2.1,1353.56
12730,01/02/2022,1275,Toys,West,2,551.44,0.14,COD,10,1.3,948.48
12731,03/05/2023,1668,Electronics,South,10,367.53,0.15,COD,11,4.8,3124.0
12732,05/02/2023,1278,Home,North,9,168.97,0.07,Card,12,4.7,1414.28
12733,04/03/2022,1081,Toys,North,8,286.91,0.12,Wallet,5,4.7,2019.85
12734,05/01/2022,1578,Home,West,4,164.65,0.32,Wallet,4,1.8,447.85
12735,10/21/2022,1613,Electronics,East,6,57.33,0.22,Card,10,1.4,268.3
12736,04/26/2023,1934,Health,Central,10,493.48,0.08,Wallet,1,4.0,4540.02
12737,12/15/2022,1550,Home,North,8,277.54,0.3,Wallet,6,3.8,1554.22
12738,01/08/2022,1486,Beauty,East,4,20.38,0.14,Wallet,6,1.8,70.11
12739,05/19/2022,1348,Health,Central,10,462.1,0.3,Card,6,3.8,3234.7
12740,01/19/2023,1359,Health,North,10,440.48,0.26,Wallet,11,1.8,3259.55
12741,07/01/2022,1621,Health,West,5,453.7,0.19,Card,2,3.6,1837.49
12742,03/09/2023,1588,Beauty,East,10,22.1,0.18,Wallet,11,1.3,181.22
12743,04/26/2022,1944,Health,East,9,231.88,0.22,Card,4,2.2,1627.8
12744,07/16/2022,1222,Toys,East,1,149.64,0.23,Wallet,8,2.1,115.22
12745,03/25/2023,1126,Toys,South,8,593.29,0.15,Wallet,9,4.4,4034.37
12746,10/30/2022,1092,Clothing,West,8,185.4,0.25,Wallet,2,1.3,1112.4
12747,11/24/2022,1351,Beauty,East,3,283.74,0.14,COD,5,2.3,732.05
12748,05/19/2022,1735,Home,North,8,300.68,0.18,COD,8,5.0,1972.46
12749,12/26/2022,1540,Beauty,South,5,169.44,0.27,COD,8,1.9,618.46
12750,10/21/2022,1529,Electronics,East,10,578.92,0.07,Wallet,6,3.9,5383.96
12751,04/05/2022,1873,Health,North,3,193.8,0.09,COD,6,3.8,529.07
12752,04/16/2023,1809,Beauty,South,4,311.48,0.06,Card,10,1.0,1171.16
12753,10/11/2022,1060,Electronics,North,8,525.71,0.16,Card,5,3.5,3532.77
12754,03/18/2023,1804,Clothing,West,9,49.52,0.29,Wallet,3,2.7,316.43
12755,01/15/2023,1979,Electronics,Central,10,233.73,0.09,Wallet,5,3.7,2126.94
12756,01/05/2022,1690,Toys,East,1,47.45,0.14,Card,7,1.1,40.81
12757,03/03/2022,1201,Beauty,South,8,531.72,0.34,Wallet,5,2.9,2807.48
12758,12/13/2022,1638,Home,South,1,262.7,0.07,Wallet,3,4.9,244.31
12759,02/14/2023,1717,Clothing,South,2,500.47,0.26,COD,1,4.4,740.7
12760,03/07/2022,1858,Home,Central,1,153.51,0.33,COD,3,3.7,102.85
12761,03/08/2022,1468,Electronics,East,5,254.01,0.13,COD,1,1.1,1104.94
12762,01/04/2023,1833,Health,Central,6,339.52,0.05,Card,7,4.5,1935.26
12763,09/18/2022,1352,Toys,South,10,372.24,0.28,COD,4,4.1,2680.13
12764,04/29/2023,1886,Toys,North,3,87.58,0.13,COD,4,3.5,228.58
12765,02/16/2022,1287,Home,Central,5,203.19,0.23,COD,5,1.9,782.28
12766,10/09/2022,1090,Toys,South,3,262.8,0.35,COD,5,3.0,512.46
12767,10/05/2022,1546,Home,West,2,445.36,0.14,Wallet,10,2.3,766.02
12768,10/29/2022,1141,Clothing,North,5,536.65,0.16,COD,9,1.2,2253.93
12769,11/06/2022,1501,Beauty,North,8,15.35,0.28,COD,8,1.0,88.42
12770,07/19/2022,1959,Home,East,8,243.63,0.08,Card,6,1.7,1793.12
12771,06/13/2022,1648,Beauty,East,9,302.03,0.3,Wallet,7,1.9,1902.79
12772,01/20/2022,1011,Clothing,South,2,470.83,0.05,Wallet,8,2.3,894.58
12773,01/31/2023,1483,Clothing,North,1,11.72,0.27,COD,9,3.2,8.56
12774,11/15/2022,1574,Health,Central,10,451.5,0.14,Wallet,1,4.3,3882.9
12775,09/27/2022,1597,Electronics,South,2,526.79,0.06,Wallet,8,3.5,990.37
12776,12/25/2022,1553,Electronics,South,8,182.82,0.13,COD,8,2.1,1272.43
12777,06/11/2022,1405,Home,West,7,241.61,0.05,COD,1,1.9,1606.71
12778,02/08/2023,1674,Beauty,Central,6,263.06,0.12,COD,10,3.3,1388.96
12779,11/18/2022,1460,Home,East,5,117.32,0.29,Wallet,8,4.1,416.49
12780,07/08/2022,1409,Clothing,West,10,99.4,0.05,Wallet,9,1.4,944.3
12781,09/25/2022,1420,Toys,North,10,329.27,0.32,Card,12,1.4,2239.04
12782,11/19/2022,1959,Toys,Central,5,557.41,0.19,Card,2,3.3,2257.51
12783,03/11/2022,1855,Beauty,East,5,512.2,0.25,Wallet,8,3.5,1920.75
12784,03/05/2022,1114,Electronics,West,8,180.28,0.24,Wallet,9,2.7,1096.1
12785,12/14/2022,1082,Beauty,North,7,401.71,0.19,COD,4,4.3,2277.7
12786,12/14/2022,1045,Health,North,4,353.91,0.22,COD,8,4.6,1104.2
12787,04/15/2022,1251,Health,West,5,162.34,0.1,COD,2,1.0,730.53
12788,07/14/2022,1261,Electronics,North,3,107.23,0.11,Wallet,5,4.4,286.3
12789,02/05/2023,1156,Electronics,East,3,461.16,0.28,Wallet,2,1.4,996.11
12790,07/23/2022,1239,Health,Central,8,592.95,0.35,COD,10,3.2,3083.34
12791,02/17/2022,1278,Home,North,5,564.97,0.02,Wallet,12,4.9,2768.35
12792,01/01/2022,1052,Health,Central,5,458.45,0.27,COD,1,4.8,1673.34
12793,07/10/2022,1951,Health,Central,7,151.27,0.21,COD,10,2.5,836.52
12794,01/05/2023,1829,Toys,North,1,81.23,0.08,COD,8,1.3,74.73
12795,03/26/2022,1671,Beauty,North,6,407.0,0.29,Card,1,1.3,1733.82
12796,03/13/2022,1739,Home,North,5,390.26,0.13,COD,4,1.3,1697.63
12797,10/20/2022,1047,Home,South,7,562.35,0.06,COD,6,3.2,3700.26
